-5.000000000000000000e+00,-4.712919921875000000e+02
-4.974999904632568359e+00,-4.665473327636718750e+02
-4.949999809265136719e+00,-4.154460144042968750e+02
-4.925000190734863281e+00,-4.186571044921875000e+02
-4.900000095367431641e+00,-3.486315002441406250e+02
-4.875000000000000000e+00,-3.506280517578125000e+02
-4.849999904632568359e+00,-3.952479858398437500e+02
-4.824999809265136719e+00,-4.794842224121093750e+02
-4.800000190734863281e+00,-3.519422912597656250e+02
-4.775000095367431641e+00,-4.256119995117187500e+02
-4.750000000000000000e+00,-3.393914794921875000e+02
-4.725000381469726562e+00,-3.359853515625000000e+02
-4.700000286102294922e+00,-3.399569702148437500e+02
-4.675000190734863281e+00,-2.786785583496093750e+02
-4.650000095367431641e+00,-2.793900451660156250e+02
-4.625000000000000000e+00,-3.423150634765625000e+02
-4.599999904632568359e+00,-3.923606872558593750e+02
-4.574999809265136719e+00,-4.043555908203125000e+02
-4.549999713897705078e+00,-2.861115722656250000e+02
-4.525000095367431641e+00,-2.697074584960937500e+02
-4.500000000000000000e+00,-2.744330139160156250e+02
-4.474999904632568359e+00,-3.771749877929687500e+02
-4.449999809265136719e+00,-3.115863342285156250e+02
-4.424999713897705078e+00,-1.970187072753906250e+02
-4.400000095367431641e+00,-2.473625640869140625e+02
-4.375000000000000000e+00,-3.094017944335937500e+02
-4.349999904632568359e+00,-2.841034545898437500e+02
-4.325000286102294922e+00,-2.616178894042968750e+02
-4.300000190734863281e+00,-1.967327423095703125e+02
-4.275000095367431641e+00,-1.823444213867187500e+02
-4.250000000000000000e+00,-2.098569641113281250e+02
-4.224999904632568359e+00,-2.949167175292968750e+02
-4.199999809265136719e+00,-2.790231323242187500e+02
-4.174999713897705078e+00,-2.424251403808593750e+02
-4.149999618530273438e+00,-2.643489074707031250e+02
-4.125000000000000000e+00,-2.230538635253906250e+02
-4.099999904632568359e+00,-2.092982025146484375e+02
-4.074999809265136719e+00,-2.215194396972656250e+02
-4.049999713897705078e+00,-1.910057067871093750e+02
-4.024999618530273438e+00,-1.969409332275390625e+02
-4.000000000000000000e+00,-2.201154785156250000e+02
-3.974999904632568359e+00,-1.714264831542968750e+02
-3.950000047683715820e+00,-2.216280059814453125e+02
-3.924999952316284180e+00,-2.006620941162109375e+02
-3.900000095367431641e+00,-1.733339996337890625e+02
-3.875000000000000000e+00,-8.060262298583984375e+01
-3.849999904632568359e+00,-2.654395446777343750e+02
-3.825000047683715820e+00,-2.676571044921875000e+02
-3.799999952316284180e+00,-2.183504943847656250e+02
-3.774999856948852539e+00,-1.374730072021484375e+02
-3.750000000000000000e+00,-1.248102416992187500e+02
-3.724999904632568359e+00,-1.651941223144531250e+02
-3.700000047683715820e+00,-1.821557922363281250e+02
-3.674999952316284180e+00,-1.868234710693359375e+02
-3.649999856948852539e+00,-1.367116394042968750e+02
-3.625000000000000000e+00,-1.803184204101562500e+02
-3.599999904632568359e+00,-1.795988464355468750e+02
-3.574999809265136719e+00,-1.168573913574218750e+02
-3.549999952316284180e+00,-7.482263946533203125e+01
-3.524999856948852539e+00,2.279791259765625000e+01
-3.500000000000000000e+00,-2.211842193603515625e+02
-3.474999904632568359e+00,-2.032713775634765625e+02
-3.449999809265136719e+00,-4.755958557128906250e+01
-3.424999952316284180e+00,-1.631448364257812500e+02
-3.400000095367431641e+00,-1.610944061279296875e+02
-3.375000000000000000e+00,-8.373776245117187500e+01
-3.350000143051147461e+00,-7.134033203125000000e+01
-3.325000047683715820e+00,-5.957242584228515625e+01
-3.300000190734863281e+00,-1.951997375488281250e+02
-3.275000095367431641e+00,9.806114196777343750e+00
-3.250000000000000000e+00,-1.395153656005859375e+02
-3.225000143051147461e+00,-9.642478942871093750e+01
-3.200000047683715820e+00,-1.920503082275390625e+02
-3.174999952316284180e+00,-1.354913635253906250e+02
-3.150000095367431641e+00,-1.294543457031250000e+02
-3.125000000000000000e+00,-1.279430923461914062e+02
-3.100000143051147461e+00,-1.538420104980468750e+02
-3.075000047683715820e+00,-4.231742858886718750e+01
-3.049999952316284180e+00,-1.027064361572265625e+02
-3.025000095367431641e+00,-5.303050231933593750e+01
-3.000000000000000000e+00,-9.566741180419921875e+01
-2.974999904632568359e+00,-5.436555862426757812e+01
-2.950000047683715820e+00,-1.283878936767578125e+02
-2.924999952316284180e+00,-8.421726226806640625e+01
-2.900000095367431641e+00,-3.999230194091796875e+01
-2.875000000000000000e+00,-9.994898986816406250e+01
-2.849999904632568359e+00,-2.586927032470703125e+01
-2.825000047683715820e+00,-5.786440277099609375e+01
-2.799999952316284180e+00,-8.603604888916015625e+01
-2.774999856948852539e+00,4.339189147949218750e+01
-2.750000000000000000e+00,-1.638500823974609375e+02
-2.724999904632568359e+00,-7.031707763671875000e+01
-2.700000047683715820e+00,-1.181779403686523438e+02
-2.674999952316284180e+00,-1.118851623535156250e+02
-2.649999856948852539e+00,-6.054726791381835938e+01
-2.625000000000000000e+00,-2.491559219360351562e+01
-2.599999904632568359e+00,2.364535522460937500e+01
-2.574999809265136719e+00,-1.249162597656250000e+02
-2.549999952316284180e+00,-3.797084426879882812e+01
-2.524999856948852539e+00,-2.752820968627929688e+01
-2.500000000000000000e+00,-1.825411224365234375e+02
-2.474999904632568359e+00,-1.350827331542968750e+02
-2.449999809265136719e+00,-6.008544158935546875e+01
-2.424999952316284180e+00,-3.312004852294921875e+01
-2.400000095367431641e+00,-3.324568176269531250e+01
-2.375000000000000000e+00,-4.025135421752929688e+01
-2.350000143051147461e+00,-2.572834396362304688e+01
-2.325000047683715820e+00,-1.847039794921875000e+01
-2.300000190734863281e+00,-1.693397140502929688e+01
-2.275000095367431641e+00,-8.166844177246093750e+01
-2.250000000000000000e+00,2.018520355224609375e+00
-2.225000143051147461e+00,-8.206114959716796875e+01
-2.200000047683715820e+00,-4.536568450927734375e+01
-2.174999952316284180e+00,-1.549068450927734375e+02
-2.150000095367431641e+00,-3.555585098266601562e+01
-2.125000000000000000e+00,-3.239268875122070312e+01
-2.100000143051147461e+00,1.862290191650390625e+01
-2.075000047683715820e+00,-1.088035202026367188e+01
-2.049999952316284180e+00,-7.327347564697265625e+01
-2.025000095367431641e+00,-2.889729309082031250e+01
-2.000000000000000000e+00,-5.613492584228515625e+01
-1.975000023841857910e+00,-4.712355804443359375e+01
-1.950000047683715820e+00,7.318949127197265625e+01
-1.924999952316284180e+00,-4.201350784301757812e+01
-1.899999976158142090e+00,-1.470187568664550781e+01
-1.875000000000000000e+00,3.830753326416015625e+01
-1.850000023841857910e+00,2.717879676818847656e+01
-1.825000047683715820e+00,5.129333877563476562e+01
-1.799999952316284180e+00,-6.134478759765625000e+01
-1.774999976158142090e+00,-3.724900054931640625e+01
-1.750000000000000000e+00,-5.569445800781250000e+01
-1.724999904632568359e+00,1.365534973144531250e+01
-1.699999928474426270e+00,1.669923400878906250e+01
-1.674999952316284180e+00,1.030966186523437500e+01
-1.649999976158142090e+00,8.526148986816406250e+01
-1.625000000000000000e+00,-6.468421936035156250e+01
-1.600000023841857910e+00,-1.467428779602050781e+01
-1.575000047683715820e+00,-4.287272453308105469e+00
-1.550000071525573730e+00,-3.912615966796875000e+01
-1.524999976158142090e+00,-7.096240997314453125e+01
-1.500000000000000000e+00,-1.322963142395019531e+01
-1.475000023841857910e+00,-5.918080902099609375e+01
-1.450000047683715820e+00,-2.253281784057617188e+01
-1.425000071525573730e+00,5.972100257873535156e+00
-1.399999976158142090e+00,-1.873407554626464844e+01
-1.375000000000000000e+00,7.117743492126464844e-01
-1.350000023841857910e+00,7.521790504455566406e+00
-1.324999928474426270e+00,5.406517028808593750e+01
-1.299999952316284180e+00,1.075779438018798828e+01
-1.274999976158142090e+00,1.613562202453613281e+01
-1.250000000000000000e+00,-1.278757095336914062e+01
-1.225000023841857910e+00,-8.187397003173828125e+00
-1.200000047683715820e+00,7.745953559875488281e+00
-1.175000071525573730e+00,-4.006079864501953125e+01
-1.150000095367431641e+00,-9.607490539550781250e+01
-1.125000000000000000e+00,5.856137275695800781e+00
-1.100000023841857910e+00,-3.552770614624023438e+01
-1.075000047683715820e+00,1.577290630340576172e+01
-1.050000071525573730e+00,8.241767883300781250e+00
-1.025000095367431641e+00,1.996121215820312500e+01
-1.000000000000000000e+00,4.935728454589843750e+01
-9.750000238418579102e-01,-4.826097106933593750e+01
-9.499999880790710449e-01,1.665314865112304688e+01
-9.250000119209289551e-01,-3.526453733444213867e+00
-8.999999761581420898e-01,5.201581573486328125e+01
-8.750000000000000000e-01,-2.260175514221191406e+01
-8.500000238418579102e-01,4.061817169189453125e+01
-8.249999880790710449e-01,3.369424438476562500e+01
-8.000000119209289551e-01,1.868642807006835938e+01
-7.750000357627868652e-01,1.384394741058349609e+01
-7.500000000000000000e-01,-2.643166542053222656e+00
-7.250000238418579102e-01,2.155350303649902344e+01
-6.999999880790710449e-01,-1.201077556610107422e+01
-6.750000119209289551e-01,-5.009429168701171875e+01
-6.500000357627868652e-01,1.602165031433105469e+01
-6.250000000000000000e-01,-6.570004272460937500e+01
-6.000000238418579102e-01,9.247717857360839844e-01
-5.750000476837158203e-01,-1.357433128356933594e+01
-5.500000119209289551e-01,-7.363220977783203125e+01
-5.250000357627868652e-01,-1.319252395629882812e+01
-5.000000000000000000e-01,5.867862701416015625e+01
-4.750000238418579102e-01,1.127613639831542969e+01
-4.500000178813934326e-01,8.344850158691406250e+01
-4.250000119209289551e-01,4.390492248535156250e+01
-4.000000059604644775e-01,-4.904489898681640625e+01
-3.750000000000000000e-01,-3.110994338989257812e+01
-3.499999940395355225e-01,7.851599884033203125e+01
-3.250000178813934326e-01,1.879251480102539062e+01
-3.000000119209289551e-01,3.837805557250976562e+01
-2.750000059604644775e-01,-4.465812301635742188e+01
-2.500000000000000000e-01,-5.439011001586914062e+01
-2.250000089406967163e-01,-5.470791244506835938e+01
-2.000000029802322388e-01,-2.288550376892089844e+01
